sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,sys_CBC_SunscreenCBC1_design,sys_CBC_SunscreenCBC1_design_info,SunscreenCBC1_Rating1_r1,SunscreenCBC1_Rating1_r2,SunscreenCBC1_Rating1_r3,SunscreenCBC1_Rating1_r4,SunscreenCBC1_Rating3_r1,SunscreenCBC1_Rating3_r2,SunscreenCBC1_Rating4_r1,SunscreenCBC1_Rating4_r2,SunscreenCBC1_Rating5_r1,SunscreenCBC1_Rating5_r2,SunscreenCBC1_Rating6_r1,SunscreenCBC1_Rating6_r2,SunscreenCBC1_Rating6_r3,SunscreenCBC1_Choice1,SunscreenCBC1_Choice2,SunscreenCBC1_Choice3,SunscreenCBC1_Choice4,SunscreenCBC1_Choice5,SunscreenCBC1_Choice6,SunscreenCBC1_Choice7,SunscreenCBC1_Choice8,SunscreenCBC1_Choice9,SunscreenCBC1_Choice10,SunscreenCBC1_Choice11,SunscreenCBC1_Choice12,SunscreenCBC1_Choice13,SunscreenCBC1_Choice14,SunscreenCBC1_Choice15,SunscreenCBC1_Choice16,Q7,Q8
62,05 Nov 2018 - 10:41:52 PST,05 Nov 2018 - 10:43:50 PST,0h 1m 58s,0h 1m 55s,1541443312,1541443430,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",Windows 10.0,Edge 17.17134,2601:644:4300:b9b8:c4b0:feae:2283:fd25,1366,,"[[1,1,3,1,2,2,2],[2,1,1,1,2,2,3],[3,2,2,2,1,1,1],[4,1,2,2,1,1,3],[5,3,3,1,2,2,2],[6,2,3,2,1,2,2],[7,4,1,2,2,2,1],[8,4,2,1,2,1,2],[9,3,3,1,1,2,3],[10,2,1,2,2,1,1],[11,3,2,1,1,2,1],[12,1,2,1,2,2,1],[13,4,2,1,2,1,1],[14,3,3,1,1,1,3],[15,2,1,2,1,2,2],[16,4,1,1,2,2,3],[17,1,2,2,2,1,1],[18,1,3,2,1,2,3],[19,2,3,1,1,1,3],[20,1,2,1,2,1,2],[21,3,1,2,1,2,1],[22,3,3,2,2,1,3],[23,1,3,1,1,1,2],[24,4,2,1,1,2,1],[25,4,1,1,1,2,3],[26,2,3,1,2,1,2],[27,3,2,2,2,2,1],[28,2,2,1,1,2,1],[29,3,3,2,2,1,3],[30,3,1,2,2,2,2],[31,1,1,1,1,1,1],[32,4,2,2,1,1,2],[33,4,2,2,2,2,3],[34,4,1,2,1,1,3],[35,3,1,1,2,1,2],[36,1,3,2,2,2,2],[37,2,3,1,2,2,3],[38,3,2,1,1,1,3],[39,4,1,2,1,1,2],[40,1,1,2,1,2,1],[41,1,3,2,2,1,3],[42,2,1,1,1,2,2],[43,4,2,2,1,2,2],[44,2,1,1,2,1,3],[45,3,1,2,1,1,1],[46,4,1,1,2,1,1],[47,2,2,2,2,2,3],[48,2,3,2,1,1,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2
63,05 Nov 2018 - 10:45:37 PST,05 Nov 2018 - 10:49:43 PST,0h 4m 6s,0h 4m 2s,1541443537,1541443783,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 7,Chrome 70.0.3538.77,209.129.155.253,1440,,"[[1,3,3,2,2,1,2],[2,2,1,1,2,2,3],[3,4,2,1,1,2,1],[4,2,1,2,1,2,1],[5,1,3,1,2,1,3],[6,2,2,1,1,2,2],[7,4,2,1,1,2,3],[8,3,1,2,2,1,1],[9,3,3,1,1,2,3],[10,3,1,2,1,1,1],[11,4,2,2,1,1,3],[12,2,3,1,2,2,2],[13,1,3,2,2,2,2],[14,2,3,2,2,1,3],[15,3,2,1,1,2,1],[16,1,2,2,2,2,1],[17,3,1,2,1,2,3],[18,3,3,1,2,1,2],[19,1,2,2,1,2,1],[20,2,2,2,1,1,1],[21,4,1,1,2,2,1],[22,2,1,2,2,2,1],[23,4,2,2,2,2,2],[24,2,3,1,1,1,3],[25,3,1,2,1,2,3],[26,2,2,1,2,1,1],[27,4,1,1,1,1,2],[28,1,1,1,2,1,3],[29,4,1,2,1,1,2],[30,1,3,2,1,2,2],[31,4,2,2,2,1,1],[32,2,3,1,1,2,2],[33,1,2,1,1,1,3],[34,4,1,1,1,1,1],[35,3,3,2,2,2,3],[36,2,2,2,2,1,2],[37,3,1,1,1,2,2],[38,1,3,2,1,1,2],[39,3,3,1,2,1,3],[40,1,1,1,1,1,1],[41,3,2,1,2,1,2],[42,4,1,2,2,2,3],[43,1,1,1,2,2,1],[44,1,3,2,1,1,2],[45,4,2,2,2,2,3],[46,4,1,1,2,1,2],[47,1,2,1,2,2,2],[48,2,3,2,1,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,4,3,2,2,3,2,3,3,2,3,1,2,3,3,2,3,4,3,4,3,2,2,3,4,2,3,3,3
64,05 Nov 2018 - 10:46:06 PST,05 Nov 2018 - 10:49:36 PST,0h 3m 30s,0h 3m 26s,1541443566,1541443776,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Mac OS X 10.12.6,Chrome 70.0.3538.77,66.225.89.122,1361,,"[[1,3,3,1,2,1,3],[2,2,3,2,1,2,2],[3,4,2,2,2,2,3],[4,3,1,2,1,2,1],[5,1,3,2,1,2,3],[6,4,2,1,2,1,1],[7,1,1,1,2,2,3],[8,3,3,2,1,1,2],[9,2,2,2,2,2,3],[10,2,2,2,1,1,3],[11,1,1,1,2,2,1],[12,1,2,1,1,1,2],[13,2,2,2,1,1,1],[14,1,3,1,2,2,2],[15,4,1,2,2,1,2],[16,2,1,1,1,2,2],[17,4,2,2,2,1,1],[18,2,3,1,2,1,3],[19,2,1,2,2,2,1],[20,3,3,2,1,1,3],[21,4,2,1,1,2,2],[22,2,1,2,1,2,1],[23,1,3,1,2,1,3],[24,2,2,1,2,1,2],[25,1,1,1,1,1,1],[26,3,1,1,1,2,1],[27,1,3,2,2,2,2],[28,4,1,1,1,2,3],[29,3,3,1,2,2,2],[30,3,1,2,1,1,2],[31,1,2,2,1,1,1],[32,2,3,1,2,1,3],[33,2,3,1,1,2,2],[34,4,2,1,1,2,1],[35,1,3,2,2,2,3],[36,3,1,2,2,1,1],[37,3,2,1,2,2,1],[38,4,1,2,1,1,3],[39,4,2,2,2,2,2],[40,4,1,1,2,1,1],[41,1,3,2,1,1,2],[42,3,2,1,1,2,3],[43,1,2,1,1,1,1],[44,4,1,2,1,2,3],[45,3,1,2,2,1,2],[46,3,2,2,2,2,1],[47,2,3,1,1,1,3],[48,4,1,1,2,1,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,2,2,2,3,2,3,2,3,4,2,3,2,2,3,1,2,3,2,2,3,1,2,2,2,3,2,2,2,3
65,05 Nov 2018 - 11:03:16 PST,05 Nov 2018 - 11:09:09 PST,0h 5m 53s,0h 5m 50s,1541444596,1541444949,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",Windows 10.0,Chrome 69.0.3497.100,73.66.56.180,1280,,"[[1,1,2,2,2,1,1],[2,4,1,1,2,2,3],[3,2,3,2,1,1,2],[4,4,1,2,2,1,1],[5,1,3,2,1,2,3],[6,3,1,1,2,1,2],[7,1,2,1,2,1,1],[8,3,1,1,2,1,3],[9,3,3,2,1,2,3],[10,4,2,2,1,1,2],[11,2,1,2,1,2,1],[12,1,1,1,2,2,2],[13,1,2,2,1,2,3],[14,2,1,1,2,1,1],[15,2,3,1,2,2,3],[16,2,1,2,1,2,1],[17,3,2,1,1,1,1],[18,1,3,2,2,1,2],[19,3,1,2,1,2,1],[20,4,2,1,1,2,2],[21,2,3,1,2,1,3],[22,4,1,2,2,2,1],[23,3,3,1,2,1,2],[24,2,2,2,1,1,3],[25,2,2,1,1,2,1],[26,3,3,2,2,1,3],[27,3,3,1,1,2,2],[28,4,2,1,2,2,1],[29,3,2,2,2,2,3],[30,4,1,2,1,1,2],[31,1,1,2,2,2,1],[32,1,1,1,1,1,2],[33,1,3,1,1,2,3],[34,3,1,2,1,1,1],[35,2,3,1,2,2,2],[36,4,2,2,2,1,3],[37,4,2,1,1,1,3],[38,2,3,1,1,2,2],[39,1,2,2,2,2,2],[40,2,2,2,2,1,3],[41,4,1,1,1,2,3],[42,3,3,2,2,2,2],[43,3,2,1,1,1,1],[44,1,3,2,1,1,2],[45,4,2,1,2,2,1],[46,4,1,1,1,1,1],[47,2,2,2,2,2,2],[48,1,3,1,1,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,2,4,2,2,3,3,3,4,4,3,2,3,1,2,1,1,1,3,2,1,1,1,3,4,3,4,2,3,4,3
67,05 Nov 2018 - 11:54:56 PST,05 Nov 2018 - 11:58:10 PST,0h 3m 14s,0h 3m 10s,1541447696,1541447890,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Mac OS X 10.12.6,Chrome 70.0.3538.77,24.205.154.242,1030,,"[[1,3,2,1,2,2,1],[2,3,1,2,1,1,2],[3,1,3,2,2,1,3],[4,1,1,1,2,1,1],[5,1,2,2,1,2,1],[6,4,1,1,2,1,3],[7,4,2,2,1,2,3],[8,2,1,1,1,1,2],[9,2,3,1,2,2,2],[10,4,1,1,2,2,3],[11,4,2,2,1,1,1],[12,1,3,1,2,1,2],[13,3,1,1,2,2,3],[14,2,2,2,1,1,1],[15,1,1,2,1,2,2],[16,4,1,1,1,1,1],[17,2,1,1,2,2,1],[18,3,3,2,1,2,3],[19,4,2,1,2,2,2],[20,1,2,1,2,1,3],[21,2,1,2,1,1,2],[22,4,1,2,1,2,1],[23,3,3,2,2,2,3],[24,4,2,1,2,1,2],[25,2,3,1,1,1,3],[26,4,1,2,2,1,1],[27,4,2,2,2,2,2],[28,4,2,2,1,1,3],[29,3,1,2,2,2,1],[30,2,3,1,2,1,2],[31,2,3,2,2,2,3],[32,1,3,2,1,1,2],[33,3,2,1,1,1,1],[34,3,1,2,2,1,1],[35,1,3,2,2,2,2],[36,3,2,1,1,1,3],[37,1,1,2,1,2,3],[38,2,2,2,2,2,2],[39,3,3,1,1,1,2],[40,1,2,2,2,1,1],[41,2,3,1,1,2,3],[42,3,3,1,1,2,2],[43,2,2,2,2,1,1],[44,1,2,1,1,2,1],[45,4,1,1,1,2,2],[46,1,1,1,1,2,1],[47,3,3,2,2,1,3],[48,2,2,1,1,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,2,2,1,3,2,3,3,3,2,2,3,3,3,2,3,3,2,3,2,3,3,3,1,2,3,3,1,2,2,3
68,05 Nov 2018 - 12:47:26 PST,05 Nov 2018 - 12:50:29 PST,0h 3m 3s,0h 2m 59s,1541450846,1541451029,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15",Mac OS X 10.14,Safari 12.0,128.125.146.120,1205,,"[[1,1,2,1,2,1,3],[2,4,1,2,2,1,1],[3,1,1,2,1,2,2],[4,4,1,1,1,2,3],[5,3,2,1,2,2,2],[6,1,3,2,2,1,3],[7,4,1,1,2,2,1],[8,3,2,2,1,1,3],[9,3,3,1,2,2,2],[10,1,2,2,1,2,1],[11,3,1,2,2,1,1],[12,2,2,1,1,1,1],[13,2,2,2,1,2,1],[14,2,1,1,1,2,3],[15,1,3,2,2,1,2],[16,4,2,2,1,1,1],[17,3,3,1,2,1,3],[18,1,3,1,1,2,2],[19,3,1,2,2,2,2],[20,3,3,1,1,1,3],[21,2,1,1,2,2,1],[22,3,3,2,1,2,3],[23,1,2,1,2,2,1],[24,4,1,2,1,1,2],[25,4,2,2,2,1,1],[26,3,3,1,1,1,2],[27,3,2,1,1,2,1],[28,1,1,1,1,2,1],[29,2,3,2,2,1,3],[30,4,2,1,1,1,2],[31,1,1,2,1,2,1],[32,2,3,2,2,2,3],[33,4,2,1,2,1,2],[34,2,3,2,1,2,2],[35,4,2,1,2,2,3],[36,3,1,2,2,1,1],[37,4,1,1,1,1,3],[38,2,3,1,2,2,2],[39,2,2,2,1,1,2],[40,3,2,2,1,2,3],[41,2,2,1,2,1,1],[42,1,1,1,2,1,2],[43,2,1,2,2,2,3],[44,1,3,1,1,1,3],[45,2,3,2,1,1,2],[46,2,1,1,1,1,1],[47,1,3,2,2,2,3],[48,4,2,2,2,2,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,4,4,4,2,1,1,3,2,2,3,1,2,3,1,3,2,2,1,2,2,2,1,2,1,3,2,2,2
69,05 Nov 2018 - 13:01:38 PST,05 Nov 2018 - 13:06:05 PST,0h 4m 27s,0h 4m 26s,1541451698,1541451965,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",Windows 10.0,Chrome 68.0.3440.106,99.69.9.45,1366,,"[[1,2,3,1,1,2,3],[2,3,1,2,2,1,2],[3,4,2,2,1,2,1],[4,3,1,1,1,2,3],[5,4,1,1,2,2,2],[6,4,1,2,2,1,2],[7,2,3,2,2,1,3],[8,2,2,1,1,1,2],[9,3,1,1,2,2,1],[10,4,1,2,1,2,2],[11,1,2,1,1,2,1],[12,2,3,1,2,1,3],[13,1,1,1,1,2,3],[14,4,2,1,1,1,2],[15,1,3,2,2,2,3],[16,1,3,1,2,2,2],[17,4,2,2,1,2,3],[18,2,1,2,2,1,1],[19,4,2,1,2,1,1],[20,3,3,2,1,2,2],[21,3,3,2,2,2,3],[22,2,1,1,2,2,3],[23,1,2,2,2,1,2],[24,3,3,2,1,1,2],[25,4,1,2,1,1,3],[26,3,2,1,1,1,1],[27,2,3,1,2,2,2],[28,2,1,1,1,2,1],[29,3,3,2,1,1,2],[30,1,2,1,2,1,3],[31,2,2,2,1,2,1],[32,4,1,1,2,1,1],[33,4,2,1,1,1,1],[34,2,1,2,2,1,1],[35,3,2,1,2,1,3],[36,1,3,2,1,2,2],[37,1,1,2,1,1,1],[38,3,1,1,1,1,3],[39,1,2,2,2,2,2],[40,1,1,1,1,2,1],[41,2,2,1,2,2,2],[42,2,3,2,1,1,3],[43,3,2,2,2,2,1],[44,4,2,2,2,2,3],[45,1,3,1,1,1,2],[46,4,2,2,2,2,1],[47,1,1,2,1,1,3],[48,3,3,1,2,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,3,2,2,3,2,1,2,3,2,2,2
70,05 Nov 2018 - 14:31:07 PST,05 Nov 2018 - 14:33:11 PST,0h 2m 4s,0h 1m 59s,1541457067,1541457191,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,172.113.98.223,1280,,"[[1,3,3,2,1,1,3],[2,4,1,2,2,1,2],[3,2,2,1,2,2,1],[4,1,3,2,1,2,3],[5,2,2,1,2,2,1],[6,2,1,2,2,1,2],[7,2,3,1,1,1,2],[8,4,2,2,2,2,1],[9,3,1,1,2,2,1],[10,3,3,1,2,2,2],[11,2,1,2,2,1,1],[12,2,2,2,1,2,3],[13,4,2,2,1,2,1],[14,3,3,2,2,1,3],[15,2,1,1,1,2,2],[16,2,2,2,2,1,3],[17,3,3,1,1,1,3],[18,3,2,2,1,2,2],[19,4,1,2,1,1,3],[20,2,3,1,1,1,3],[21,1,3,1,2,2,2],[22,1,2,1,1,1,1],[23,4,2,1,2,1,3],[24,3,3,2,1,2,2],[25,4,1,1,2,2,3],[26,1,2,2,1,1,2],[27,4,2,1,2,1,2],[28,4,1,2,2,1,1],[29,2,3,1,1,1,3],[30,4,2,2,1,2,2],[31,1,2,2,2,2,1],[32,4,2,1,1,1,1],[33,3,1,2,2,2,3],[34,1,1,1,1,1,1],[35,1,1,1,2,2,3],[36,2,3,2,2,2,2],[37,1,3,2,1,1,2],[38,3,2,2,2,1,1],[39,4,1,1,1,2,2],[40,4,1,1,1,2,1],[41,1,3,2,2,2,3],[42,3,2,1,2,1,2],[43,1,1,2,1,1,1],[44,3,2,1,1,2,3],[45,1,3,1,2,1,2],[46,1,3,1,2,2,3],[47,2,1,2,1,2,1],[48,3,1,1,1,1,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,2,3,4,4,4,2,3,2,2,3,2,2,3,1,4,1,2,1,2,3,3,2,1,3,2,2,3,1,3,2
71,05 Nov 2018 - 14:34:21 PST,05 Nov 2018 - 14:39:24 PST,0h 5m 3s,0h 5m 0s,1541457261,1541457564,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.1 Safari/605.1.15",Mac OS X 10.12.6,Safari 12.0.1,75.53.177.68,1709,,"[[1,4,2,2,2,1,1],[2,2,2,1,1,1,3],[3,3,3,1,2,2,2],[4,3,1,1,2,2,2],[5,2,3,2,1,2,3],[6,2,2,1,2,1,1],[7,1,1,1,2,1,3],[8,3,2,2,1,1,1],[9,2,3,1,1,2,2],[10,1,2,1,1,2,1],[11,3,3,2,1,1,2],[12,4,1,2,2,2,3],[13,1,1,2,1,1,1],[14,3,3,1,2,2,2],[15,2,2,2,1,2,2],[16,1,1,2,1,2,3],[17,1,3,2,1,1,2],[18,1,3,1,2,1,2],[19,3,1,2,1,1,1],[20,3,2,2,2,2,3],[21,1,3,1,2,1,3],[22,1,2,2,2,2,2],[23,4,1,1,1,2,1],[24,2,3,2,1,1,3],[25,3,2,2,1,2,1],[26,2,1,2,2,2,1],[27,4,1,1,2,1,2],[28,1,2,2,2,2,1],[29,2,1,1,1,1,2],[30,4,2,1,1,1,1],[31,1,2,1,2,1,1],[32,2,3,2,2,1,2],[33,1,3,2,1,2,3],[34,3,1,1,2,1,1],[35,4,1,2,2,2,3],[36,1,3,1,1,2,3],[37,2,2,2,2,2,2],[38,4,1,1,1,2,1],[39,3,3,2,2,1,3],[40,2,1,1,2,2,1],[41,3,2,1,1,1,3],[42,4,2,2,1,1,2],[43,2,1,2,2,1,1],[44,3,3,1,1,2,3],[45,4,2,1,1,2,2],[46,4,1,2,1,1,2],[47,2,3,1,2,1,3],[48,4,2,1,2,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",1,2,2,1,1,3,1,2,1,2,2,2,1,4,2,4,4,2,4,4,3,4,4,2,4,1,4,4,4,4,2
72,05 Nov 2018 - 14:38:22 PST,05 Nov 2018 - 14:42:36 PST,0h 4m 14s,0h 4m 11s,1541457502,1541457756,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 7,Chrome 70.0.3538.77,216.101.17.202,1920,,"[[1,2,3,1,1,2,3],[2,4,2,2,2,1,1],[3,2,1,2,2,1,2],[4,1,1,1,2,2,2],[5,4,1,1,1,2,3],[6,1,3,2,1,1,3],[7,4,1,2,1,2,3],[8,3,3,1,1,2,2],[9,3,1,1,2,1,3],[10,1,1,1,1,1,1],[11,2,2,2,1,2,2],[12,3,3,2,2,1,3],[13,3,3,1,2,2,3],[14,2,1,2,2,2,1],[15,4,2,2,1,1,2],[16,3,1,2,2,2,1],[17,1,2,1,1,2,3],[18,2,3,1,1,1,2],[19,2,2,2,2,2,1],[20,4,1,1,2,1,3],[21,3,3,2,1,1,2],[22,1,2,2,2,2,1],[23,2,2,1,1,1,3],[24,4,1,1,2,2,2],[25,2,2,1,1,1,1],[26,2,1,2,2,1,3],[27,3,3,1,1,2,2],[28,1,1,1,2,1,1],[29,4,1,2,1,2,1],[30,3,2,1,1,1,1],[31,1,1,2,1,1,1],[32,1,3,2,2,2,2],[33,4,2,1,2,1,3],[34,4,2,1,1,2,1],[35,4,2,2,2,1,2],[36,2,3,2,2,2,3],[37,3,1,2,1,1,1],[38,3,2,1,2,2,3],[39,1,3,1,2,2,2],[40,1,2,1,2,1,1],[41,3,1,2,1,1,2],[42,4,2,2,1,2,2],[43,2,1,1,1,2,1],[44,4,2,1,2,1,2],[45,1,3,2,1,2,3],[46,3,2,2,2,2,3],[47,2,3,1,2,1,2],[48,1,3,2,1,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",4,4,3,4,2,2,2,3,3,1,4,1,3,1,3,3,3,1,2,2,2,2,3,3,3,2,1,3,3,2,2
73,05 Nov 2018 - 14:40:51 PST,05 Nov 2018 - 14:45:20 PST,0h 4m 29s,0h 4m 27s,1541457651,1541457920,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Mac OS X 10.11.6,Chrome 70.0.3538.77,73.252.128.76,1598,,"[[1,2,1,2,2,2,3],[2,4,2,1,2,2,1],[3,3,1,2,1,1,2],[4,1,2,1,2,1,1],[5,2,3,1,1,2,2],[6,3,3,2,1,1,3],[7,1,1,2,2,1,2],[8,3,3,2,2,2,3],[9,4,2,1,1,2,1],[10,1,3,2,1,1,2],[11,3,2,1,2,1,1],[12,4,1,1,2,2,3],[13,4,1,1,1,1,2],[14,4,1,2,2,2,3],[15,2,2,1,2,1,2],[16,3,2,1,2,2,2],[17,2,1,2,1,1,1],[18,2,3,2,2,2,3],[19,4,1,2,2,1,2],[20,2,2,2,1,2,1],[21,2,3,1,1,1,3],[22,1,3,2,1,2,2],[23,2,3,1,1,1,3],[24,3,1,1,2,1,3],[25,4,1,1,1,1,1],[26,1,1,2,2,2,1],[27,2,3,1,1,1,2],[28,4,2,2,1,2,2],[29,2,1,2,2,1,1],[30,3,3,1,2,2,2],[31,4,2,2,1,2,1],[32,1,3,1,1,1,3],[33,2,2,2,2,2,2],[34,4,1,1,2,1,1],[35,2,3,1,2,2,3],[36,3,2,2,1,1,1],[37,3,1,2,1,2,1],[38,4,2,2,2,1,2],[39,1,2,1,1,2,3],[40,3,1,1,1,2,1],[41,1,3,2,2,2,2],[42,4,2,2,1,1,3],[43,1,1,1,1,2,1],[44,1,2,1,2,2,3],[45,1,3,2,2,1,3],[46,3,1,1,1,2,2],[47,3,3,1,2,1,2],[48,1,2,2,1,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,3,3,4,2,3,1,3,1,3,2,3,2,1,3,2,2,3,1,2,2,3,3,1,3,4,4,4,2,3,3
74,05 Nov 2018 - 15:18:46 PST,05 Nov 2018 - 15:21:49 PST,0h 3m 3s,0h 2m 58s,1541459926,1541460109,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,12.196.174.98,1536,,"[[1,3,2,2,1,2,1],[2,1,2,1,2,2,3],[3,4,1,2,2,1,2],[4,1,3,2,1,2,3],[5,1,2,2,1,1,1],[6,3,3,1,2,1,3],[7,2,1,1,2,2,3],[8,2,2,2,1,2,2],[9,1,3,2,2,1,2],[10,4,1,1,1,2,1],[11,3,2,2,2,1,3],[12,2,3,2,1,1,2],[13,3,1,2,1,2,1],[14,4,2,1,1,1,2],[15,3,3,1,2,1,3],[16,4,1,2,1,1,3],[17,1,2,1,2,1,1],[18,2,2,2,2,2,2],[19,1,1,1,1,1,3],[20,2,3,2,2,1,2],[21,4,2,1,1,2,1],[22,4,2,2,1,1,3],[23,2,3,1,2,2,3],[24,4,1,1,2,2,2],[25,4,2,1,2,1,2],[26,3,1,2,2,2,1],[27,3,1,2,1,1,3],[28,2,1,1,2,1,1],[29,1,3,2,2,2,3],[30,1,2,2,1,2,2],[31,1,1,1,1,2,2],[32,2,3,1,1,1,3],[33,3,3,2,2,1,2],[34,4,1,2,2,2,2],[35,2,2,1,2,2,1],[36,3,2,1,1,1,2],[37,4,1,2,2,2,1],[38,2,1,1,1,1,1],[39,3,3,1,2,2,2],[40,1,1,1,2,1,1],[41,3,2,1,1,2,1],[42,2,3,2,1,2,3],[43,2,1,2,1,1,1],[44,3,3,1,1,2,2],[45,4,2,2,2,2,3],[46,1,2,2,2,1,1],[47,4,1,1,1,1,3],[48,1,3,1,1,2,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,1,2,3,2,3,2,2,2,2,2,2,3,3,2,3,3,2,2,1,2,3,2,3,2,2,3,3,2
