sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,sys_CBC_SunscreenCBC1_design,sys_CBC_SunscreenCBC1_design_info,SunscreenCBC1_Rating1_r1,SunscreenCBC1_Rating1_r2,SunscreenCBC1_Rating1_r3,SunscreenCBC1_Rating1_r4,SunscreenCBC1_Rating3_r1,SunscreenCBC1_Rating3_r2,SunscreenCBC1_Rating4_r1,SunscreenCBC1_Rating4_r2,SunscreenCBC1_Rating5_r1,SunscreenCBC1_Rating5_r2,SunscreenCBC1_Rating6_r1,SunscreenCBC1_Rating6_r2,SunscreenCBC1_Rating6_r3,SunscreenCBC1_Choice1,SunscreenCBC1_Choice2,SunscreenCBC1_Choice3,SunscreenCBC1_Choice4,SunscreenCBC1_Choice5,SunscreenCBC1_Choice6,SunscreenCBC1_Choice7,SunscreenCBC1_Choice8,SunscreenCBC1_Choice9,SunscreenCBC1_Choice10,SunscreenCBC1_Choice11,SunscreenCBC1_Choice12,SunscreenCBC1_Choice13,SunscreenCBC1_Choice14,SunscreenCBC1_Choice15,SunscreenCBC1_Choice16,Q7,Q8
156,11 Nov 2018 - 06:11:16 PST,11 Nov 2018 - 06:15:40 PST,0h 4m 24s,0h 4m 21s,1541945476,1541945740,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,47.148.98.197,1920,,"[[1,2,2,2,1,1,1],[2,3,1,1,2,1,2],[3,2,3,1,2,2,3],[4,4,1,1,2,2,3],[5,3,2,2,1,1,1],[6,1,3,2,2,2,2],[7,1,1,1,2,1,1],[8,2,3,2,2,1,2],[9,3,3,1,1,2,3],[10,2,1,1,2,2,1],[11,1,3,1,1,2,2],[12,3,3,2,1,1,3],[13,3,1,1,2,2,1],[14,1,2,2,1,1,3],[15,2,2,2,2,2,2],[16,4,2,2,2,1,1],[17,3,3,2,2,2,3],[18,2,1,1,1,2,1],[19,4,1,2,1,2,3],[20,3,3,2,1,1,2],[21,1,2,1,2,1,2],[22,4,2,1,1,1,2],[23,3,3,1,2,2,3],[24,2,1,2,1,1,1],[25,1,2,1,1,2,1],[26,1,2,2,2,2,2],[27,1,1,2,1,1,3],[28,1,3,1,2,1,3],[29,4,1,2,1,1,1],[30,4,2,2,2,2,3],[31,4,1,1,1,2,3],[32,1,3,2,2,1,3],[33,2,1,1,1,1,2],[34,4,1,2,2,2,2],[35,3,3,1,1,1,2],[36,2,2,1,2,1,3],[37,3,1,2,2,1,2],[38,4,2,1,2,1,1],[39,2,3,2,1,2,2],[40,4,2,2,1,2,3],[41,4,2,1,2,1,1],[42,1,3,1,1,2,2],[43,4,1,1,1,1,2],[44,1,1,2,2,2,1],[45,3,2,1,1,2,1],[46,3,1,2,1,2,1],[47,2,2,2,2,2,2],[48,2,3,1,1,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,2,3,2,2,3,3,1,2,2,3,2,1,1,1,1,3,3,2,1,1,1,3,2,2,3,3,3,2
157,11 Nov 2018 - 07:50:02 PST,11 Nov 2018 - 07:55:05 PST,0h 5m 3s,0h 5m 1s,1541951402,1541951705,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,76.171.241.168,1920,,"[[1,4,1,2,2,1,2],[2,1,3,1,2,2,3],[3,1,1,2,1,2,1],[4,3,2,1,1,2,1],[5,1,3,2,1,1,3],[6,1,1,1,2,2,2],[7,2,3,2,1,2,2],[8,3,1,2,2,1,3],[9,4,1,1,1,1,3],[10,2,2,1,2,2,3],[11,4,1,2,1,1,1],[12,3,3,2,2,2,2],[13,4,2,2,1,2,3],[14,2,1,1,1,1,1],[15,3,3,1,2,1,2],[16,1,3,2,2,2,3],[17,2,2,2,1,1,1],[18,4,1,1,2,2,3],[19,4,2,1,2,1,3],[20,3,1,2,2,2,1],[21,3,3,2,1,1,2],[22,4,2,1,2,1,1],[23,1,3,1,2,1,2],[24,3,3,2,1,2,3],[25,2,2,2,2,1,1],[26,1,1,2,2,2,1],[27,3,3,1,1,1,2],[28,4,1,1,1,2,1],[29,2,3,2,2,1,3],[30,3,2,1,1,1,2],[31,3,2,1,2,1,1],[32,1,2,2,1,1,3],[33,1,2,1,1,2,2],[34,1,2,2,1,1,1],[35,1,3,1,2,1,2],[36,3,1,1,1,2,3],[37,4,2,2,2,1,2],[38,1,3,1,1,2,2],[39,2,1,1,2,2,1],[40,2,3,1,1,1,3],[41,4,2,2,1,2,2],[42,2,1,2,2,2,2],[43,4,1,2,1,2,1],[44,3,1,2,2,1,3],[45,2,2,1,2,2,1],[46,2,1,1,1,1,2],[47,4,2,2,2,2,2],[48,2,3,1,1,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,4,3,4,1,3,2,3,2,3,1,3,2,1,3,1,3,3,1,3,2,3,3,3,2,1,2,4,2,2,2
158,11 Nov 2018 - 10:31:59 PST,11 Nov 2018 - 10:37:38 PST,0h 5m 39s,0h 5m 31s,1541961119,1541961458,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.1 Safari/605.1.15",Mac OS X 10.14.1,Safari 12.0.1,2605:e000:1520:345:a5:e7eb:4edb:2cd9,1181,,"[[1,4,1,1,2,2,2],[2,4,2,1,2,1,3],[3,1,3,2,1,2,3],[4,2,2,1,1,2,1],[5,4,1,1,2,2,2],[6,3,2,2,1,1,3],[7,1,2,1,1,2,2],[8,2,3,2,1,2,2],[9,4,1,1,2,1,3],[10,4,1,2,1,2,3],[11,3,3,1,2,1,2],[12,3,2,2,2,1,1],[13,1,2,1,1,1,1],[14,2,3,1,2,1,2],[15,2,1,2,1,2,3],[16,4,1,1,1,1,1],[17,3,1,2,2,1,2],[18,1,3,1,1,2,3],[19,2,1,2,1,1,1],[20,3,3,1,1,1,3],[21,3,2,2,2,2,2],[22,1,2,1,1,1,1],[23,4,2,2,1,2,3],[24,1,3,2,2,2,2],[25,1,1,2,1,2,1],[26,2,2,1,2,2,1],[27,4,2,2,2,1,1],[28,4,2,1,1,1,1],[29,1,3,2,1,1,2],[30,3,3,2,2,2,3],[31,2,2,1,2,2,3],[32,2,3,2,2,1,2],[33,3,1,1,1,2,1],[34,3,1,2,2,2,1],[35,2,3,1,2,2,3],[36,4,2,2,1,1,2],[37,1,1,1,2,1,3],[38,3,3,1,1,1,3],[39,2,2,2,2,2,1],[40,1,1,2,2,1,1],[41,3,3,1,1,2,2],[42,1,3,2,2,1,3],[43,4,2,2,2,2,3],[44,2,3,2,1,1,2],[45,3,1,1,2,2,1],[46,1,2,1,2,2,2],[47,4,1,1,1,1,2],[48,2,1,2,1,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,4,2,3,3,1,1,3,2,3,1,3,1,2,4,4,3,1,4,1,2,3,3,4,2,2,2,3,2
159,11 Nov 2018 - 10:59:19 PST,11 Nov 2018 - 11:03:11 PST,0h 3m 52s,0h 4m 9s,1541962759,1541962991,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,71.95.144.218,1280,,"[[1,4,2,2,1,2,1],[2,1,3,1,1,1,2],[3,2,1,1,2,1,3],[4,3,2,1,2,2,1],[5,2,3,2,1,2,2],[6,4,1,2,2,1,3],[7,4,1,1,2,2,1],[8,3,3,2,1,2,3],[9,2,2,2,2,1,2],[10,2,3,2,1,2,2],[11,3,3,1,1,1,3],[12,3,2,1,2,2,2],[13,1,2,1,2,2,1],[14,4,1,1,1,1,3],[15,3,2,2,1,1,1],[16,3,1,1,1,2,2],[17,1,3,2,2,1,2],[18,2,2,1,1,2,1],[19,1,1,2,1,2,1],[20,2,3,1,2,2,3],[21,4,2,2,1,1,2],[22,1,3,2,2,2,3],[23,2,2,2,1,1,3],[24,3,1,1,2,1,2],[25,1,2,1,1,1,2],[26,3,3,1,1,2,2],[27,3,3,2,2,1,3],[28,3,2,2,1,2,3],[29,3,3,2,2,1,2],[30,2,1,1,1,2,1],[31,4,1,2,1,1,1],[32,4,2,1,2,2,3],[33,1,1,2,1,2,3],[34,1,2,2,2,1,1],[35,4,2,1,1,1,3],[36,4,1,1,2,2,2],[37,2,2,1,2,1,1],[38,4,1,2,2,2,2],[39,1,3,1,1,2,3],[40,1,3,2,2,2,2],[41,1,3,1,1,1,3],[42,2,1,2,2,1,1],[43,4,2,1,1,1,2],[44,2,3,1,2,1,3],[45,2,1,2,2,2,1],[46,1,1,2,1,1,1],[47,3,1,1,2,1,1],[48,4,2,2,2,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,2,3,2,2,3,2,3,2,3,2,4,2,3,2,1,2,2,3,2,2,2,1,1,2,2,3,3,2
160,11 Nov 2018 - 11:34:07 PST,11 Nov 2018 - 11:39:25 PST,0h 5m 18s,0h 5m 13s,1541964847,1541965165,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Mac OS X 10.13.6,Chrome 70.0.3538.77,99.45.251.142,1440,,"[[1,4,2,1,2,1,2],[2,4,1,1,1,2,1],[3,2,3,2,2,1,3],[4,4,1,1,1,1,2],[5,2,2,2,2,1,1],[6,1,3,1,1,2,3],[7,4,1,2,1,1,1],[8,2,3,1,2,2,2],[9,2,3,2,1,1,3],[10,1,3,1,2,1,3],[11,2,3,1,2,2,2],[12,2,1,2,1,1,2],[13,3,1,2,2,2,1],[14,1,3,2,1,2,2],[15,3,2,1,1,1,3],[16,1,1,2,2,1,1],[17,3,3,2,1,1,3],[18,2,2,1,2,2,2],[19,4,1,2,2,2,3],[20,2,2,1,1,1,1],[21,3,3,2,2,2,2],[22,3,2,1,1,2,3],[23,4,1,1,2,1,3],[24,3,3,2,1,1,2],[25,4,2,1,1,1,1],[26,2,1,2,1,2,1],[27,3,2,2,2,2,3],[28,4,1,1,1,2,3],[29,4,2,2,2,1,2],[30,1,3,1,2,2,3],[31,1,1,2,2,2,1],[32,1,3,1,1,1,2],[33,4,2,2,2,2,3],[34,4,2,2,1,2,1],[35,3,2,1,2,1,1],[36,1,3,2,1,1,2],[37,1,2,2,1,2,1],[38,2,1,1,2,1,2],[39,3,3,1,2,1,3],[40,3,3,2,1,2,2],[41,2,1,1,1,2,3],[42,1,1,2,2,1,3],[43,3,1,1,2,1,1],[44,1,2,1,1,2,1],[45,4,2,2,2,2,2],[46,1,2,1,2,2,1],[47,2,2,2,1,1,3],[48,3,1,1,1,2,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,4,3,4,3,3,2,3,3,2,3,3,1,1,2,2,2,2,3,3,3,1,2,2,2,1,1,3,1,2,3
161,11 Nov 2018 - 11:59:51 PST,11 Nov 2018 - 12:03:57 PST,0h 4m 6s,0h 4m 1s,1541966391,1541966637,1,5,,Q9,1,"Mozilla/5.0 (X11; CrOS x86_64 11021.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.76 Safari/537.36",Chrome OS,Chrome 70.0.3538.76,174.134.51.112,1366,,"[[1,3,3,2,2,1,2],[2,3,2,2,1,2,1],[3,2,3,1,1,2,2],[4,2,2,2,2,1,1],[5,4,1,1,2,2,3],[6,3,1,2,1,2,2],[7,4,1,2,1,1,2],[8,2,3,1,1,1,2],[9,1,2,2,2,2,1],[10,3,2,1,1,2,1],[11,4,1,1,1,1,2],[12,2,1,2,2,1,3],[13,2,2,2,1,1,3],[14,1,1,1,2,2,1],[15,2,3,1,1,2,3],[16,4,2,2,2,2,3],[17,3,3,1,1,2,2],[18,4,1,2,2,1,1],[19,2,1,2,1,2,1],[20,2,2,1,2,2,2],[21,1,3,2,2,1,3],[22,1,1,1,1,1,3],[23,2,3,2,2,1,2],[24,4,2,2,2,2,1],[25,1,2,1,1,2,1],[26,3,2,2,1,1,3],[27,4,1,1,2,2,3],[28,1,3,1,2,2,2],[29,3,1,2,1,2,2],[30,4,2,1,1,1,3],[31,1,1,2,1,1,1],[32,3,3,1,2,1,2],[33,1,3,2,2,2,3],[34,2,3,2,2,2,3],[35,4,2,1,1,1,1],[36,3,3,1,2,1,3],[37,2,1,1,2,1,1],[38,1,2,1,2,2,2],[39,3,3,2,1,1,3],[40,4,2,2,2,1,2],[41,4,1,1,1,2,1],[42,1,3,1,1,1,3],[43,3,2,1,2,1,1],[44,1,2,1,1,1,2],[45,1,1,2,1,2,2],[46,3,1,1,2,1,1],[47,4,2,2,2,2,2],[48,2,3,2,1,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,2,2,1,3,2,2,1,3,2,2,2,1,1,3,3,1,1,3,3,2,2,3,1,3,1,3,3,2,2
162,11 Nov 2018 - 12:00:21 PST,11 Nov 2018 - 12:03:21 PST,0h 3m 0s,0h 2m 58s,1541966421,1541966601,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,68.7.63.126,952,,"[[1,3,3,2,1,1,2],[2,4,2,1,1,1,3],[3,2,1,2,2,2,1],[4,4,1,2,1,1,1],[5,4,1,1,2,2,3],[6,3,3,2,1,1,2],[7,1,3,1,2,2,2],[8,2,2,2,2,1,1],[9,3,3,2,1,2,3],[10,4,1,1,1,2,2],[11,2,3,2,2,1,3],[12,4,2,1,1,2,1],[13,1,2,1,1,1,1],[14,3,1,1,2,2,1],[15,4,1,2,2,1,1],[16,2,2,2,1,2,2],[17,3,2,2,2,2,1],[18,4,1,1,2,1,3],[19,1,1,2,1,2,1],[20,3,2,1,1,1,3],[21,2,3,1,2,1,2],[22,3,3,2,2,1,2],[23,3,3,1,2,2,2],[24,2,1,2,1,2,3],[25,1,3,1,1,2,3],[26,2,2,1,2,1,2],[27,4,1,2,1,1,1],[28,1,1,2,2,2,3],[29,3,3,1,2,1,3],[30,4,2,2,1,2,1],[31,1,2,1,2,2,1],[32,2,3,2,2,2,3],[33,3,1,2,1,1,2],[34,1,3,2,1,2,3],[35,1,2,1,2,1,1],[36,2,1,1,1,1,2],[37,3,2,1,2,2,3],[38,2,1,1,1,1,3],[39,4,2,2,2,1,2],[40,1,3,2,2,1,3],[41,1,2,2,1,1,2],[42,1,1,1,1,2,2],[43,4,2,2,2,2,2],[44,2,2,1,1,2,1],[45,1,3,1,1,1,3],[46,4,2,2,2,2,3],[47,2,3,1,1,2,2],[48,3,1,1,2,1,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,2,2,2,3,2,3,1,2,2,3,3,1,3,2,2,1,2,3,2,2,2,1,2,1,1,1,1,3,3
163,11 Nov 2018 - 12:00:27 PST,11 Nov 2018 - 12:03:29 PST,0h 3m 2s,0h 2m 59s,1541966427,1541966609,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,23.240.103.230,1311,,"[[1,2,2,1,1,1,1],[2,3,3,1,2,2,3],[3,4,2,2,2,1,3],[4,1,1,1,2,2,1],[5,2,3,2,2,1,3],[6,3,3,1,1,1,2],[7,2,3,1,2,1,3],[8,2,3,2,2,2,3],[9,3,1,2,1,1,2],[10,1,2,1,2,1,1],[11,2,2,2,1,1,1],[12,1,3,1,1,2,2],[13,1,3,2,1,2,3],[14,3,2,2,1,2,1],[15,4,1,1,2,1,2],[16,3,1,1,1,2,2],[17,1,3,1,2,2,3],[18,4,2,2,1,1,1],[19,4,1,2,1,2,1],[20,4,2,1,2,2,2],[21,3,1,2,1,1,3],[22,1,1,2,1,2,3],[23,1,3,1,1,1,2],[24,3,2,1,2,2,3],[25,2,1,2,2,2,1],[26,4,2,1,1,1,3],[27,3,3,2,2,1,2],[28,2,1,1,2,1,3],[29,2,3,2,1,2,2],[30,1,2,2,2,1,1],[31,3,2,2,2,2,1],[32,2,3,1,1,2,2],[33,4,1,2,1,1,3],[34,1,1,1,1,1,1],[35,2,2,1,1,2,1],[36,1,3,2,2,1,2],[37,1,2,2,1,2,3],[38,4,2,2,2,2,2],[39,3,1,1,2,1,1],[40,4,1,1,2,2,1],[41,3,2,1,1,1,3],[42,2,3,2,1,1,2],[43,4,2,1,1,2,2],[44,4,1,1,2,1,1],[45,1,1,2,2,2,2],[46,2,2,2,2,2,2],[47,4,1,1,1,2,3],[48,3,3,2,2,1,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,4,4,4,4,4,3,3,4,4,4,3,1,4,3,4,3,4,4,2,2,3,2,2,3,2,3,1,3,2,2
164,11 Nov 2018 - 12:00:43 PST,11 Nov 2018 - 12:03:45 PST,0h 3m 2s,0h 2m 57s,1541966443,1541966625,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Mac OS X 10.13.6,Chrome 70.0.3538.77,2600:1700:bef1:23d0:5972:a272:ad87:4c76,1280,,"[[1,3,1,2,1,2,1],[2,4,2,2,2,2,2],[3,3,3,1,2,1,3],[4,1,1,2,2,1,1],[5,3,1,1,2,2,3],[6,2,3,2,1,1,2],[7,1,3,2,2,1,3],[8,4,1,2,1,2,3],[9,3,2,1,1,1,2],[10,3,3,2,2,1,2],[11,1,1,1,1,2,2],[12,4,2,1,2,1,1],[13,1,2,1,2,2,1],[14,2,3,2,1,1,2],[15,1,3,1,1,2,3],[16,1,1,2,2,1,2],[17,3,2,1,1,2,1],[18,2,2,2,1,2,3],[19,4,2,2,2,2,3],[20,2,3,1,1,1,2],[21,3,3,1,1,2,2],[22,3,2,2,1,1,1],[23,1,3,2,2,2,2],[24,4,1,1,2,1,2],[25,1,3,2,2,2,3],[26,4,1,1,1,2,1],[27,3,1,1,2,1,3],[28,2,1,2,1,1,1],[29,2,3,1,2,2,3],[30,1,2,1,1,1,2],[31,2,2,2,2,1,1],[32,1,2,1,2,1,1],[33,1,1,2,1,2,3],[34,2,1,1,2,2,2],[35,4,1,2,1,1,1],[36,2,2,1,1,1,3],[37,4,1,2,1,2,1],[38,4,2,1,1,1,3],[39,2,3,1,2,2,2],[40,3,3,2,2,1,3],[41,2,1,1,2,2,1],[42,4,2,2,1,2,2],[43,1,1,1,1,1,1],[44,1,3,1,1,2,3],[45,3,2,2,2,2,2],[46,3,3,2,1,1,3],[47,4,1,1,2,1,3],[48,2,2,2,2,2,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,3,1,3,2,3,2,2,1,3,2,2,3,4,1,2,3,1,2,1,4,4,4,4,1,3,1,3,2
165,11 Nov 2018 - 12:01:18 PST,11 Nov 2018 - 12:06:14 PST,0h 4m 56s,0h 4m 52s,1541966478,1541966774,1,5,,Q9,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0,Windows 10.0,Firefox 63.0,72.234.148.153,2250,,"[[1,3,3,1,2,1,2],[2,4,2,2,1,1,3],[3,1,1,2,2,2,1],[4,4,1,1,2,2,2],[5,3,3,2,1,2,3],[6,2,2,2,2,1,1],[7,3,1,2,1,1,1],[8,3,2,1,2,2,2],[9,1,3,1,2,1,3],[10,1,3,2,1,2,2],[11,4,1,1,2,1,2],[12,2,2,1,1,2,3],[13,4,2,2,2,2,1],[14,4,1,2,1,2,2],[15,3,3,1,2,1,3],[16,3,2,1,1,1,1],[17,2,1,2,2,1,2],[18,2,3,1,2,2,2],[19,4,1,1,1,1,1],[20,1,3,2,2,2,3],[21,3,2,2,1,2,2],[22,2,1,1,1,2,1],[23,4,1,2,2,1,3],[24,3,3,1,1,2,2],[25,4,2,2,1,2,3],[26,2,1,1,1,1,2],[27,2,3,2,2,2,3],[28,1,1,1,1,2,1],[29,2,1,1,2,2,3],[30,3,1,2,1,1,3],[31,1,1,1,1,2,1],[32,1,3,1,1,1,3],[33,3,2,2,2,2,2],[34,4,1,2,2,2,3],[35,4,2,1,1,1,2],[36,2,2,2,2,1,1],[37,1,3,2,1,1,2],[38,3,1,1,1,1,3],[39,4,2,1,2,2,1],[40,3,1,2,2,2,1],[41,2,3,2,1,1,2],[42,1,2,1,2,1,3],[43,1,2,1,2,1,1],[44,2,3,1,1,2,3],[45,1,3,2,2,1,2],[46,4,2,1,1,2,1],[47,2,1,2,2,1,1],[48,1,2,2,1,1,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,4,2,2,3,2,1,3,4,3,1,4,4,4,1,2,2,3,3,2,4,3,2,1,2,3,1,4,3
168,11 Nov 2018 - 12:06:23 PST,11 Nov 2018 - 12:09:30 PST,0h 3m 7s,0h 3m 4s,1541966783,1541966970,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",Windows 10.0,Edge 17.17134,47.34.155.174,1920,,"[[1,3,3,1,2,1,2],[2,3,2,2,1,1,3],[3,1,1,1,2,2,1],[4,3,2,2,1,2,3],[5,2,1,2,2,1,1],[6,4,2,1,2,1,1],[7,2,1,2,2,1,2],[8,1,3,1,2,2,3],[9,4,2,2,1,2,1],[10,4,2,2,1,2,1],[11,2,1,1,1,2,2],[12,1,3,2,2,1,3],[13,4,1,2,2,2,3],[14,4,2,1,2,2,1],[15,1,3,1,1,1,2],[16,1,1,2,1,1,1],[17,3,1,1,2,2,1],[18,3,3,1,1,1,3],[19,2,3,1,2,1,3],[20,1,3,1,2,2,2],[21,4,2,2,1,1,2],[22,4,2,1,2,1,2],[23,2,3,2,1,2,3],[24,1,1,1,1,2,2],[25,4,1,1,1,2,3],[26,3,3,2,1,1,2],[27,3,2,2,2,2,1],[28,2,2,1,1,1,1],[29,3,1,2,2,2,2],[30,3,3,1,1,1,3],[31,1,2,2,2,1,3],[32,3,1,2,1,2,1],[33,2,3,1,1,2,2],[34,1,2,2,2,1,2],[35,4,1,1,2,1,3],[36,1,3,2,1,2,3],[37,1,2,1,1,2,3],[38,2,2,2,2,2,2],[39,4,1,2,1,1,2],[40,2,3,2,2,2,2],[41,4,1,1,1,1,3],[42,2,2,1,2,2,1],[43,1,1,2,1,1,1],[44,3,2,1,1,2,2],[45,2,3,2,2,1,3],[46,2,1,1,1,1,1],[47,4,1,2,2,2,3],[48,3,1,1,2,1,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,3,2,3,2,2,2,3,1,3,2,3,1,1,3,3,1,3,4,2,1,2,1,3,1,2,1,2,4,2,2
169,11 Nov 2018 - 12:09:42 PST,11 Nov 2018 - 12:14:53 PST,0h 5m 11s,0h 5m 10s,1541966982,1541967293,1,5,,Q9,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0,Windows 10.0,Firefox 63.0,2601:647:5400:9d6b:c00f:f41b:a8f4:c1bc,1271,,"[[1,3,1,1,1,1,1],[2,2,3,2,2,1,2],[3,1,2,2,2,2,2],[4,4,2,1,2,1,3],[5,1,3,2,1,1,3],[6,4,1,1,1,2,3],[7,3,2,1,2,2,1],[8,2,2,1,1,1,2],[9,3,1,2,1,2,3],[10,4,1,2,2,1,2],[11,2,2,1,1,2,1],[12,3,3,2,2,1,3],[13,3,3,1,1,1,2],[14,2,1,2,1,2,1],[15,4,1,1,2,2,1],[16,1,1,1,1,1,1],[17,3,3,1,2,2,2],[18,1,2,2,2,2,3],[19,4,1,2,1,1,1],[20,4,2,1,2,2,2],[21,2,3,2,2,2,3],[22,1,2,1,2,2,1],[23,4,1,2,2,1,2],[24,2,2,2,1,1,2],[25,3,1,1,2,2,3],[26,1,3,2,2,1,2],[27,4,2,2,1,2,1],[28,2,1,1,2,1,1],[29,2,2,1,1,2,2],[30,4,1,2,1,2,3],[31,1,2,2,2,1,1],[32,4,2,1,1,1,3],[33,3,3,1,1,2,2],[34,4,2,2,1,1,1],[35,3,1,1,2,1,2],[36,1,3,1,2,2,3],[37,3,2,2,1,2,1],[38,2,3,1,2,1,3],[39,1,1,2,1,2,2],[40,3,2,2,2,1,1],[41,2,3,1,1,1,3],[42,3,3,2,1,2,2],[43,1,1,1,2,1,1],[44,1,3,1,1,2,2],[45,2,3,2,2,2,3],[46,1,3,1,1,1,3],[47,2,1,2,2,2,1],[48,3,2,2,1,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",1,3,3,4,1,3,1,2,4,4,1,3,2,2,4,4,3,1,4,3,3,4,4,3,4,4,4,3,4,4,2
